row,column,ha_id_number,plot,ranch,bdffp_reserve_no,habitat
D,2,187,2107,DIM,2107,1-ha
D,2,187,2107,DIM,2107,1-ha
D,2,187,2107,DIM,2107,1-ha
D,2,187,2107,DIM,2107,1-ha
D,2,187,2107,DIM,2107,1-ha
D,2,187,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
B,3,188,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
D,2,189,2107,DIM,2107,1-ha
C,8,211,2107,DIM,2107,1-ha
C,8,211,2107,DIM,2107,1-ha
C,8,211,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
C,2,212,2107,DIM,2107,1-ha
D,8,213,2107,DIM,2107,1-ha
D,8,213,2107,DIM,2107,1-ha
B,3,215,2107,DIM,2107,1-ha
B,3,215,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,7,218,2107,DIM,2107,1-ha
C,9,219,2107,DIM,2107,1-ha
C,9,219,2107,DIM,2107,1-ha
C,9,219,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
E,9,221,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
D,4,224,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
E,9,225,2107,DIM,2107,1-ha
A,1,227,2107,DIM,2107,1-ha
A,1,227,2107,DIM,2107,1-ha
A,1,227,2107,DIM,2107,1-ha
A,1,227,2107,DIM,2107,1-ha
C,8,228,2107,DIM,2107,1-ha
D,6,229,2107,DIM,2107,1-ha
C,8,228,2107,DIM,2107,1-ha
D,6,229,2107,DIM,2107,1-ha
C,8,228,2107,DIM,2107,1-ha
D,6,229,2107,DIM,2107,1-ha
C,8,228,2107,DIM,2107,1-ha
D,6,229,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,10,230,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
A,7,231,2107,DIM,2107,1-ha
D,7,234,2107,DIM,2107,1-ha
D,7,234,2107,DIM,2107,1-ha
B,2,235,2107,DIM,2107,1-ha
B,2,235,2107,DIM,2107,1-ha
B,2,235,2107,DIM,2107,1-ha
B,2,235,2107,DIM,2107,1-ha
B,2,235,2107,DIM,2107,1-ha
B,7,237,2107,DIM,2107,1-ha
B,7,237,2107,DIM,2107,1-ha
B,7,237,2107,DIM,2107,1-ha
B,7,237,2107,DIM,2107,1-ha
C,8,239,2107,DIM,2107,1-ha
C,8,239,2107,DIM,2107,1-ha
C,8,239,2107,DIM,2107,1-ha
C,8,239,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
C,8,240,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,4,241,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,3,242,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
B,10,243,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
E,1,244,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,7,245,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,1,246,2107,DIM,2107,1-ha
C,8,248,2107,DIM,2107,1-ha
C,8,248,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,250,2107,DIM,2107,1-ha
C,10,251,2107,DIM,2107,1-ha
C,10,251,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
D,10,252,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
C,10,253,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,3,255,2107,DIM,2107,1-ha
A,1,256,2107,DIM,2107,1-ha
A,1,256,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
C,10,257,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
D,9,258,2107,DIM,2107,1-ha
C,10,259,2107,DIM,2107,1-ha
C,10,259,2107,DIM,2107,1-ha
B,3,262,2107,DIM,2107,1-ha
B,3,262,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
D,3,263,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
C,7,264,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
D,5,265,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
E,9,266,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,10,268,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
C,7,269,2107,DIM,2107,1-ha
A,5,270,2107,DIM,2107,1-ha
A,5,270,2107,DIM,2107,1-ha
A,5,270,2107,DIM,2107,1-ha
A,5,270,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,4,272,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
B,1,273,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,274,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
A,5,275,2107,DIM,2107,1-ha
B,4,276,2107,DIM,2107,1-ha
B,4,276,2107,DIM,2107,1-ha
B,4,276,2107,DIM,2107,1-ha
B,4,276,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
B,5,277,2107,DIM,2107,1-ha
E,7,279,2107,DIM,2107,1-ha
E,7,279,2107,DIM,2107,1-ha
E,7,279,2107,DIM,2107,1-ha
D,9,280,2107,DIM,2107,1-ha
D,9,280,2107,DIM,2107,1-ha
D,9,280,2107,DIM,2107,1-ha
A,10,281,2107,DIM,2107,1-ha
A,10,281,2107,DIM,2107,1-ha
A,10,281,2107,DIM,2107,1-ha
B,5,282,2107,DIM,2107,1-ha
B,5,282,2107,DIM,2107,1-ha
B,5,282,2107,DIM,2107,1-ha
B,5,282,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
C,8,283,2107,DIM,2107,1-ha
E,2,284,2107,DIM,2107,1-ha
E,2,284,2107,DIM,2107,1-ha
E,2,284,2107,DIM,2107,1-ha
E,2,284,2107,DIM,2107,1-ha
E,2,284,2107,DIM,2107,1-ha
A,1,286,2107,DIM,2107,1-ha
A,1,286,2107,DIM,2107,1-ha
A,5,287,2107,DIM,2107,1-ha
A,5,287,2107,DIM,2107,1-ha
A,5,287,2107,DIM,2107,1-ha
A,5,287,2107,DIM,2107,1-ha
A,5,287,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
D,3,288,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
C,7,290,2107,DIM,2107,1-ha
D,10,291,2107,DIM,2107,1-ha
D,10,291,2107,DIM,2107,1-ha
D,10,291,2107,DIM,2107,1-ha
D,10,291,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
A,5,292,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
E,4,293,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
D,10,295,2107,DIM,2107,1-ha
C,10,297,2107,DIM,2107,1-ha
C,10,297,2107,DIM,2107,1-ha
C,10,297,2107,DIM,2107,1-ha
C,10,297,2107,DIM,2107,1-ha
C,5,298,2107,DIM,2107,1-ha
C,5,298,2107,DIM,2107,1-ha
C,5,298,2107,DIM,2107,1-ha
C,5,298,2107,DIM,2107,1-ha
B,8,299,2107,DIM,2107,1-ha
B,8,299,2107,DIM,2107,1-ha
B,8,299,2107,DIM,2107,1-ha
B,8,299,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,9,301,2107,DIM,2107,1-ha
C,10,302,2107,DIM,2107,1-ha
C,10,302,2107,DIM,2107,1-ha
C,10,302,2107,DIM,2107,1-ha
C,10,303,2107,DIM,2107,1-ha
C,10,303,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
B,10,304,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
C,10,305,2107,DIM,2107,1-ha
B,3,308,2107,DIM,2107,1-ha
B,3,308,2107,DIM,2107,1-ha
D,2,310,2107,DIM,2107,1-ha
D,2,310,2107,DIM,2107,1-ha
D,2,310,2107,DIM,2107,1-ha
D,2,310,2107,DIM,2107,1-ha
C,6,311,2107,DIM,2107,1-ha
C,6,311,2107,DIM,2107,1-ha
B,7,312,2107,DIM,2107,1-ha
B,7,312,2107,DIM,2107,1-ha
B,7,312,2107,DIM,2107,1-ha
E,8,313,2107,DIM,2107,1-ha
E,8,313,2107,DIM,2107,1-ha
E,8,313,2107,DIM,2107,1-ha
A,7,314,2107,DIM,2107,1-ha
A,7,314,2107,DIM,2107,1-ha
B,5,316,2107,DIM,2107,1-ha
B,5,316,2107,DIM,2107,1-ha
B,5,316,2107,DIM,2107,1-ha
B,5,316,2107,DIM,2107,1-ha
B,3,318,2107,DIM,2107,1-ha
B,3,318,2107,DIM,2107,1-ha
B,3,318,2107,DIM,2107,1-ha
A,5,319,2107,DIM,2107,1-ha
A,5,319,2107,DIM,2107,1-ha
A,5,319,2107,DIM,2107,1-ha
B,3,320,2107,DIM,2107,1-ha
B,3,320,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
D,3,39,2107,DIM,2107,1-ha
B,3,323,2107,DIM,2107,1-ha
B,3,323,2107,DIM,2107,1-ha
A,5,324,2107,DIM,2107,1-ha
A,5,324,2107,DIM,2107,1-ha
A,6,325,2107,DIM,2107,1-ha
A,6,325,2107,DIM,2107,1-ha
A,10,327,2107,DIM,2107,1-ha
A,10,327,2107,DIM,2107,1-ha
B,10,328,2107,DIM,2107,1-ha
B,10,328,2107,DIM,2107,1-ha
D,8,331,2107,DIM,2107,1-ha
D,8,331,2107,DIM,2107,1-ha
D,8,332,2107,DIM,2107,1-ha
D,8,332,2107,DIM,2107,1-ha
D,8,333,2107,DIM,2107,1-ha
D,8,333,2107,DIM,2107,1-ha
D,8,335,2107,DIM,2107,1-ha
D,8,335,2107,DIM,2107,1-ha
A,5,336,2107,DIM,2107,1-ha
A,5,336,2107,DIM,2107,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
A,10,339,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
B,2,340,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
C,4,341,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
D,9,342,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,5,343,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
B,1,346,2108,DIM,2108,1-ha
A,4,347,2108,DIM,2108,1-ha
A,4,347,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
C,6,348,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
E,8,349,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
C,7,351,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
B,7,352,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
A,6,355,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
C,10,356,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
D,2,359,2108,DIM,2108,1-ha
